Building_Class,Zoning_Class,Lot_Size,Property_Shape,Land_Outline,Lot_Configuration,Neighborhood,Condition1,House_Type,House_Design,Roof_Design,Roof_Quality,Exterior1st,Exterior2nd,Brick_Veneer_Area,Exterior_Material,Exterior_Condition,Foundation_Type,Basement_Height,Basement_Condition,Exposure_Level,BsmtFinType1,BsmtFinSF2,Heating_Quality,Air_Conditioning,Electrical_System,LowQualFinSF,Underground_Full_Bathroom,Underground_Half_Bathroom,Half_Bathroom_Above_Grade,Kitchen_Quality,Functional_Rate,Fireplaces,Garage,Garage_Finish_Year,Garage_Quality,Garage_Condition,Pavedd_Drive,W_Deck_Area,Open_Lobby_Area,Enclosed_Lobby_Area,Three_Season_Lobby_Area,Screen_Lobby_Area,Pool_Area,Miscellaneous_Value,Sale_Type,Sale_Condition,Sale_Price
20,RLD,9991,IR1,Lvl,C,Sawyer,Feedr,1Fam,1Story,Gable,SS,Plywood,Plywood,0.0,TA,TA,CB,TA,TA,No,BLQ,0,Ex,Y,SBrkr,0,1,0,0,TA,MD1,1,Attchd,Unf,TA,TA,Y,184.9162839,7.119662884,12.20891943,0,0,0,0,WD,Normal,150000
50,RLD,10480,Reg,Lvl,I,SWISU,Norm,1Fam,1.5Fin,Gable,SS,MetalSd,MetalSd,0.0,TA,TA,BT,TA,TA,No,Unf,0,Ex,Y,FuseA,473,0,0,0,TA,MajD2,0,Detchd,Unf,TA,TA,Y,120.6350586,-36.19522592,73.8103404,0,0,0,0,WD,Normal,115000
70,RLD,15576,Reg,Lvl,I,Crawfor,Norm,1Fam,2Story,Gable,SS,Wd Sdng,Plywood,0.0,TA,TA,BT,Gd,TA,No,Unf,0,Ex,Y,SBrkr,0,0,0,0,TA,TF,0,Attchd,Unf,TA,TA,Y,110.1195256,181.5391555,91.50524811,0,0,0,0,WD,Normal,177000
60,RLD,14154,Reg,Lvl,C,NridgHt,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,350.0,Gd,TA,PC,Ex,Gd,No,Unf,0,Ex,Y,SBrkr,0,0,0,1,Gd,TF,1,Attchd,RFn,TA,TA,Y,207.9393519,-59.85080908,-10.95617198,0,0,0,0,New,Partial,280000
60,FVR,10800,Reg,Lvl,I,Somerst,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,100.0,Gd,TA,PC,Ex,TA,No,GLQ,0,Ex,Y,SBrkr,0,1,0,1,Ex,TF,1,Attchd,Fin,TA,TA,Y,-113.7073086,185.777975,-61.02359785,0,0,0,0,New,Partial,339750
20,RLD,9571,Reg,Lvl,I,Edwards,Norm,1Fam,1Story,Gable,SS,BrkComm,Brk Cmn,0.0,TA,Fa,CB,TA,Fa,No,Unf,0,TA,Y,FuseA,0,0,0,0,TA,MD,0,Attchd,Unf,TA,TA,Y,173.5048452,-6.224345204,4.601815705,0,0,0,0,COD,Abnorml,60000
190,RLD,34650,Reg,Bnk,I,Gilbert,Norm,2fmCon,1Story,Hip,SS,Wd Sdng,Wd Sdng,0.0,TA,TA,CB,TA,TA,Mn,Rec,0,TA,N,SBrkr,0,1,0,0,TA,TF,0,Attchd,Fin,TA,TA,Y,184.467749,75.91398121,36.24784006,0,0,0,0,WD,Normal,145000
20,FVR,4403,IR2,Lvl,I,Somerst,Norm,1Fam,1Story,Gable,SS,MetalSd,MetalSd,432.0,Ex,TA,PC,Ex,TA,Av,GLQ,0,Ex,Y,SBrkr,0,1,0,1,Gd,TF,1,Attchd,Fin,TA,TA,Y,235.5005321,-3.56685251,-92.7051215,0,0,0,0,New,Partial,222000
30,RMD,8960,Reg,Lvl,I,OldTown,Artery,1Fam,1Story,Gable,SS,WdShing,Wd Shng,0.0,TA,TA,CB,TA,TA,No,Unf,0,Gd,Y,FuseA,0,0,0,0,TA,TF,1,Detchd,Unf,TA,TA,Y,-128.5526713,74.26442974,27.44011779,0,0,0,0,WD,Normal,115000
60,RLD,11228,IR2,Lvl,CulDSac,SawyerW,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,0.0,Gd,TA,PC,Gd,TA,No,BLQ,531,Ex,Y,SBrkr,0,0,1,1,Gd,TF,1,Attchd,Unf,TA,TA,Y,114.9120594,64.57582138,-10.16721026,0,0,0,0,WD,Normal,228000
20,RLD,8899,IR1,Lvl,I,Gilbert,Norm,1Fam,1Story,Gable,SS,VinylSd,VinylSd,0.0,Gd,TA,PC,Gd,TA,Av,GLQ,0,Ex,Y,SBrkr,0,0,0,0,Gd,TF,0,Attchd,Fin,TA,TA,Y,88.29000582,-4.229398407,-6.384851549,0,0,0,0,New,Partial,181134
60,RLD,7844,Reg,Lvl,I,Sawyer,Norm,1Fam,2Story,Hip,SS,HdBoard,HdBoard,203.0,TA,TA,CB,TA,TA,No,ALQ,0,TA,Y,SBrkr,0,0,0,1,TA,TF,1,Attchd,Fin,TA,TA,Y,-33.74203398,25.67272531,32.50987001,0,0,0,0,WD,Normal,149500
70,RLD,22420,IR1,Lvl,I,Crawfor,Feedr,1Fam,2Story,Hip,SS,Wd Sdng,Stucco,0.0,TA,TA,BT,Gd,TA,No,BLQ,0,TA,N,FuseA,0,1,0,1,TA,TF,1,Detchd,Unf,TA,TA,N,135.0054501,39.6296507,31.79953181,0,0,0,0,WD,Normal,239000
50,RLD,8160,Reg,Lvl,I,Edwards,Norm,1Fam,1.5Fin,Gable,SS,MetalSd,MetalSd,0.0,TA,TA,BT,TA,TA,No,ALQ,0,Fa,N,FuseF,0,1,0,1,TA,TF,0,Detchd,Unf,TA,TA,P,244.0128128,18.24507392,3.834279609,0,0,0,0,WD,AdjLand,126000
20,RLD,8450,Reg,Lvl,I,NAmes,Norm,1Fam,1Story,Gable,SS,VinylSd,VinylSd,0.0,TA,TA,CB,TA,TA,No,BLQ,0,Ex,Y,SBrkr,0,1,0,0,TA,TF,1,Attchd,Unf,TA,TA,Y,110.311367,99.98516154,1.77074055,0,0,0,0,WD,Normal,142000
90,RMD,7060,Reg,Lvl,I,Mitchel,Norm,Duplex,SFoyer,Gable,SS,VinylSd,VinylSd,200.0,TA,Gd,PC,Gd,Gd,Gd,GLQ,0,Ex,Y,SBrkr,0,2,0,0,TA,TF,0,Attchd,Fin,TA,TA,Y,-39.41776544,150.7750782,-33.08597153,0,0,0,0,WD,Alloca,206300
20,RLD,16635,IR1,Lvl,FR2P,NWAmes,Norm,1Fam,1Story,Gable,SS,CemntBd,CmentBd,126.0,Gd,TA,CB,Gd,TA,No,ALQ,0,Gd,Y,SBrkr,0,0,1,0,Gd,TF,1,Attchd,Fin,TA,TA,Y,122.2254738,62.00383346,28.63428985,0,0,0,0,WD,Normal,215000
20,RLD,21750,Reg,HLS,I,Mitchel,Artery,1Fam,1Story,Hip,SS,HdBoard,HdBoard,0.0,TA,TA,CB,TA,TA,No,Unf,0,Ex,Y,FuseA,0,0,0,0,TA,TF,0,Attchd,RFn,TA,TA,N,176.3366928,77.63394439,16.88618553,0,0,0,0,WD,Normal,113000
60,RLD,9200,Reg,Lvl,I,NoRidge,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,473.0,Gd,TA,PC,Gd,TA,No,GLQ,0,Gd,Y,SBrkr,0,1,0,1,Gd,TF,1,Attchd,Fin,TA,TA,Y,77.30997724,69.47924322,61.71833317,0,0,0,0,WD,Normal,315000
20,RLD,9000,Reg,Lvl,I,NAmes,Norm,1Fam,1Story,Gable,SS,Wd Sdng,Wd Sdng,74.0,TA,TA,CB,Gd,TA,No,LwQ,0,Gd,Y,FuseA,0,1,0,0,TA,TF,1,Attchd,RFn,TA,TA,Y,205.7917925,25.53628845,3.273772609,0,0,0,0,WD,Normal,139000
60,RMD,3378,Reg,HLS,I,OldTown,Norm,1Fam,2Story,Gable,SS,HdBoard,HdBoard,0.0,TA,Gd,CB,TA,TA,No,Unf,0,Gd,Y,SBrkr,0,0,0,1,TA,TF,2,Detchd,Unf,TA,TA,P,32.42711796,85.0490036,89.02731948,0,0,0,0,WD,Normal,135000
80,RLD,12800,Reg,Low,I,SawyerW,Norm,1Fam,SLvl,Gable,SS,Wd Sdng,Wd Sdng,145.0,Gd,TA,PC,Gd,TA,Gd,GLQ,0,Gd,Y,SBrkr,0,1,1,0,Gd,TF,1,Attchd,Fin,TA,TA,Y,198.3338303,118.3023215,-3.708556942,0,396,0,0,WD,Normal,275000
20,RLD,8593,IR1,Lvl,I,NAmes,Norm,1Fam,1Story,Hip,SS,MetalSd,MetalSd,0.0,TA,TA,CB,TA,TA,No,Rec,0,Ex,Y,SBrkr,0,0,0,0,TA,TF,0,Detchd,Unf,TA,TA,Y,65.91772339,62.43345115,97.13451128,0,0,0,0,WD,Normal,109008
20,RLD,6762,Reg,Lvl,I,CollgCr,Norm,1Fam,1Story,Gable,SS,VinylSd,VinylSd,108.0,Gd,TA,PC,Gd,TA,No,GLQ,0,Ex,Y,SBrkr,0,1,0,0,Gd,TF,0,Attchd,RFn,TA,TA,Y,-18.27594012,66.15418609,46.08756752,0,0,0,0,New,Partial,195400
20,RLD,11457,IR1,Lvl,C,Timber,Norm,1Fam,1Story,Gable,SS,HdBoard,HdBoard,0.0,TA,TA,CB,Gd,TA,Mn,GLQ,0,TA,Y,SBrkr,0,1,0,0,Gd,TF,1,Attchd,Unf,TA,TA,Y,35.86157012,-2.538378011,-4.678234832,0,0,0,0,WD,Normal,175000
160,RMD,1680,Reg,Lvl,I,BrDale,Norm,Twnhs,2Story,Gable,SS,HdBoard,HdBoard,232.0,TA,TA,CB,TA,TA,No,ALQ,0,TA,Y,SBrkr,0,0,0,1,TA,TF,0,Detchd,Unf,TA,TA,Y,73.39270098,27.39129867,36.58675363,0,0,0,0,COD,Abnorml,85400
50,RMD,5586,IR1,Bnk,I,OldTown,Feedr,1Fam,1.5Fin,Gable,SS,MetalSd,MetalSd,0.0,TA,TA,BT,TA,TA,No,Unf,0,Gd,Y,SBrkr,0,0,0,0,TA,TF,0,Attchd,Unf,TA,TA,N,38.27796511,27.62539684,160.6806142,0,0,0,0,ConLD,Abnorml,79900
160,RMD,1920,Reg,Lvl,I,BrDale,Norm,TwnhsE,2Story,Gable,SS,HdBoard,HdBoard,376.0,TA,TA,CB,TA,TA,No,ALQ,0,Ex,Y,SBrkr,0,1,0,1,TA,MD1,0,Detchd,Unf,TA,TA,Y,-78.25292427,141.8697503,-101.2514432,0,0,0,0,WD,Normal,122500
60,RLD,10839,IR1,Lvl,C,Gilbert,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,0.0,TA,TA,PC,Gd,TA,No,Unf,0,Ex,Y,SBrkr,0,0,0,1,TA,TF,1,Attchd,Fin,TA,TA,Y,61.55206045,99.56068167,79.60332274,0,0,0,0,WD,Normal,181000
180,RMD,1890,Reg,Lvl,I,MeadowV,Norm,Twnhs,SFoyer,Gable,SS,CemntBd,CmentBd,0.0,TA,Gd,CB,Gd,TA,Av,ALQ,0,Gd,Y,SBrkr,0,1,0,0,TA,TF,0,Attchd,Unf,TA,TA,Y,-96.45157186,31.62189314,9.412739215,0,0,0,0,WD,Normal,81000
60,RLD,10667,IR2,Lvl,CulDSac,CollgCr,PosN,1Fam,2Story,Gable,SS,VinylSd,VinylSd,0.0,Gd,TA,PC,Gd,TA,Av,GLQ,344,Ex,Y,SBrkr,0,1,0,1,Gd,TF,1,Attchd,RFn,TA,TA,Y,160.9209576,-8.353584541,13.15511992,0,0,0,0,ConLw,Normal,212000
50,RMD,4400,Reg,Lvl,I,OldTown,Norm,1Fam,1.5Fin,Gable,SS,Stucco,Stucco,0.0,TA,TA,BT,Fa,TA,No,Unf,0,TA,Y,FuseA,0,0,0,0,TA,TF,0,Detchd,Unf,TA,TA,Y,40.88617036,-62.95750873,32.99702348,0,0,0,0,WD,Normal,116000
45,RMD,6000,Reg,Lvl,I,BrkSide,Norm,1Fam,1.5Unf,Gable,SS,Wd Sdng,Wd Sdng,0.0,Gd,TA,PC,TA,TA,No,Unf,0,Gd,Y,SBrkr,0,0,0,0,TA,TF,0,Detchd,Unf,TA,TA,Y,106.4374805,69.50200848,45.72420569,0,0,0,0,WD,Normal,119000
30,RLD,4280,Reg,Lvl,I,Crawfor,Norm,1Fam,1Story,Gable,SS,WdShing,Stucco,0.0,TA,TA,PC,TA,TA,No,LwQ,0,TA,N,SBrkr,0,0,0,0,Gd,TF,1,Detchd,Unf,Gd,TA,P,104.5060365,17.02566494,-108.3311966,0,0,0,0,WD,Normal,90350
50,RLD,12354,Reg,Lvl,C,Edwards,Norm,1Fam,1.5Fin,Gable,SS,Wd Sdng,Wd Sdng,0.0,TA,TA,BT,TA,Fa,Mn,Unf,0,Gd,Y,SBrkr,0,0,0,0,Gd,TF,0,Detchd,Unf,TA,TA,Y,27.98357568,14.69671549,110.3249324,0,0,0,800,ConLI,Normal,110000
20,RLD,15431,Reg,Lvl,I,NridgHt,Norm,1Fam,1Story,Hip,SS,VinylSd,VinylSd,200.0,Ex,TA,PC,Ex,TA,Gd,GLQ,539,Ex,Y,SBrkr,0,1,0,0,Ex,TF,2,Attchd,Fin,TA,TA,Y,177.8580126,84.79027853,113.3361855,0,170,0,0,WD,Normal,555000
90,RLD,12108,Reg,Lvl,I,Edwards,Norm,Duplex,1Story,Gable,SS,VinylSd,VinylSd,270.0,TA,TA,CB,TA,TA,No,ALQ,0,TA,N,FuseF,0,0,0,0,Fa,TF,0,Attchd,Unf,TA,TA,Y,-5.765583413,-29.34482663,-75.47564666,0,0,0,0,WD,Normal,118000
50,RMD,6240,Reg,Lvl,I,BrkSide,Norm,1Fam,1.5Fin,Gable,SS,MetalSd,MetalSd,0.0,TA,TA,PC,TA,TA,No,Unf,0,TA,Y,SBrkr,0,0,0,0,TA,TF,1,Detchd,Unf,TA,TA,P,360.1645143,-47.12453193,-22.83083245,0,0,0,0,WD,Normal,162900
120,RLD,3922,Reg,Lvl,I,Blmngtn,Norm,TwnhsE,1Story,Gable,SS,WdShing,Wd Shng,72.0,Gd,TA,PC,Ex,TA,Av,Unf,0,Ex,Y,SBrkr,0,0,0,0,Gd,TF,1,Attchd,Fin,TA,TA,Y,91.39900374,-57.2567806,138.7973402,0,0,0,0,New,Partial,172500
60,RLD,8750,Reg,Lvl,I,CollgCr,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,0.0,Gd,Gd,PC,Gd,TA,No,GLQ,0,Ex,Y,SBrkr,0,1,0,1,Gd,TF,1,Attchd,Unf,TA,TA,Y,-87.13817291,-55.66666129,70.54755785,0,0,0,0,WD,Normal,210000
20,RLD,9855,Reg,Lvl,C,Edwards,Norm,1Fam,1Story,Hip,SS,Wd Sdng,Wd Sdng,0.0,TA,TA,CB,TA,TA,No,Unf,0,Fa,Y,SBrkr,0,0,0,0,TA,TF,1,Attchd,Unf,TA,TA,Y,168.3993122,-3.486526371,55.93891016,0,0,0,0,COD,Normal,127500
20,RLD,16492,IR1,Lvl,C,NAmes,PosA,1Fam,1Story,Gable,SS,BrkFace,Plywood,0.0,Gd,TA,CB,TA,TA,No,ALQ,713,Ex,Y,SBrkr,0,0,0,1,Gd,MD,1,Attchd,Fin,TA,TA,Y,38.46653851,78.82233103,77.93079828,0,0,0,0,WD,Normal,190000
60,RLD,11214,IR1,Lvl,C,Gilbert,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,0.0,Gd,TA,PC,Gd,TA,No,Unf,0,Gd,Y,SBrkr,0,0,0,1,Gd,TF,1,Attchd,Fin,TA,TA,Y,-65.0973723,86.75525005,22.26928595,0,0,0,0,WD,Normal,199900
50,RMD,8600,Reg,Bnk,I,IDOTRR,Norm,1Fam,1.5Fin,Gable,SS,MetalSd,MetalSd,0.0,TA,TA,BT,TA,TA,No,Unf,0,TA,Y,SBrkr,0,0,0,0,TA,TF,1,Detchd,Unf,TA,TA,N,192.1481363,-33.17788333,-44.00512842,0,0,0,0,WD,Normal,119500
50,RMD,6000,Reg,Lvl,I,OldTown,Norm,1Fam,1.5Fin,Gable,SS,MetalSd,MetalSd,0.0,TA,Gd,CB,TA,TA,No,ALQ,0,Ex,Y,SBrkr,0,0,0,1,TA,TF,0,Detchd,Unf,TA,TA,Y,77.62304111,-18.49058553,15.47457256,0,0,0,0,WD,Normal,120000
30,RMD,5684,Reg,Lvl,I,OldTown,Norm,1Fam,1Story,Hip,SS,Wd Sdng,Wd Sdng,0.0,TA,TA,BT,TA,TA,No,Unf,0,Ex,Y,FuseA,0,0,0,0,Gd,TF,0,Detchd,Unf,Fa,Fa,N,159.8654717,112.1555166,-48.76290542,0,0,0,0,WD,Normal,110000
20,RLD,70761,IR1,Low,I,ClearCr,Norm,1Fam,1Story,Gable,WSh,Plywood,Plywood,0.0,TA,TA,CB,Gd,TA,Gd,ALQ,0,TA,Y,SBrkr,0,1,0,0,Gd,TF,2,Attchd,Unf,TA,TA,Y,98.51869718,87.68020271,66.02472263,0,0,0,0,WD,Normal,280000
60,RLD,9303,IR1,Lvl,C,Timber,Norm,1Fam,2Story,Hip,SS,VinylSd,VinylSd,42.0,Gd,TA,PC,Ex,TA,No,ALQ,0,Ex,Y,SBrkr,0,1,0,1,TA,TF,0,Attchd,Fin,TA,TA,Y,220.686745,-127.0539984,-35.31421196,0,0,0,0,WD,Normal,204000
60,FVR,9000,Reg,Lvl,I,Somerst,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,0.0,Gd,TA,PC,Gd,TA,No,Unf,0,Ex,Y,SBrkr,0,0,0,1,Gd,TF,0,Attchd,RFn,TA,TA,Y,181.9780803,45.18672971,64.07487209,0,0,0,0,WD,Normal,210000
90,RLD,9297,Reg,Lvl,I,Mitchel,Norm,Duplex,1Story,Gable,SS,Plywood,Plywood,0.0,TA,TA,CB,TA,TA,No,ALQ,0,TA,Y,SBrkr,0,2,0,0,TA,TF,0,Detchd,Unf,TA,TA,Y,182.7209084,-6.30941496,39.19103208,0,0,0,0,WD,Family,188000
20,RLD,9600,Reg,Lvl,I,NWAmes,Norm,1Fam,1Story,Hip,SS,HdBoard,HdBoard,320.0,TA,TA,CB,TA,TA,No,ALQ,0,Fa,Y,SBrkr,0,0,0,1,TA,TF,1,Attchd,Unf,TA,TA,Y,193.685816,36.39550151,73.91548022,0,0,0,0,WD,Normal,175500
70,RMD,4571,Reg,Lvl,I,OldTown,Norm,1Fam,2Story,Gable,SS,AsbShng,AsbShng,0.0,TA,TA,BT,TA,TA,No,Unf,0,Fa,N,SBrkr,0,0,0,0,TA,TF,0,Detchd,Unf,Fa,Fa,Y,326.4237735,122.3195967,142.6666542,0,0,0,0,COD,Abnorml,98000
20,RLD,53227,IR1,Low,CulDSac,ClearCr,Norm,1Fam,1Story,Flat,TG,Plywood,Plywood,0.0,TA,TA,CB,Gd,TA,Gd,BLQ,0,Ex,Y,SBrkr,0,1,0,0,Gd,MD1,2,Attchd,Fin,TA,TA,Y,175.3667492,80.95448059,96.27515034,0,0,0,0,WD,Normal,256000
70,RMD,5100,Reg,Lvl,I,OldTown,Norm,1Fam,2Story,Hip,SS,Stucco,Wd Shng,0.0,TA,Gd,PC,TA,TA,No,Unf,0,Fa,Y,SBrkr,0,0,0,0,Gd,TF,1,Detchd,Unf,TA,TA,Y,-15.57014418,126.5126933,59.35696148,0,0,0,0,WD,Normal,161000
50,RLD,7015,IR1,Bnk,C,BrkSide,Norm,1Fam,1.5Fin,Gable,SS,MetalSd,MetalSd,161.0,TA,TA,CB,TA,TA,No,LwQ,0,TA,Y,SBrkr,0,1,0,0,Gd,TF,1,Detchd,Unf,TA,TA,Y,187.6837953,155.1911337,40.1146322,0,0,0,0,WD,Normal,110000
60,FVR,8004,IR1,Lvl,I,Somerst,RRAn,1Fam,2Story,Gable,SS,VinylSd,VinylSd,110.0,Gd,TA,PC,Gd,TA,No,GLQ,0,Ex,Y,SBrkr,0,1,0,1,TA,TF,0,BuiltIn,Fin,TA,TA,Y,-181.3096866,62.57901783,4.148261174,0,0,0,0,New,Partial,263435
70,RLD,7200,Reg,Lvl,I,SWISU,Feedr,1Fam,2Story,Gable,SS,Wd Sdng,Wd Sdng,0.0,Gd,Gd,PC,Gd,Gd,No,ALQ,210,Ex,Y,SBrkr,0,1,0,0,Gd,TF,0,Detchd,RFn,TA,TA,Y,207.4894218,71.00105293,96.3533659,0,0,0,0,WD,Normal,155000
20,RLD,8281,IR1,Lvl,I,Sawyer,Norm,1Fam,1Story,Gable,SS,MetalSd,MetalSd,0.0,TA,TA,CB,TA,TA,No,Rec,311,Gd,Y,SBrkr,0,0,0,0,TA,TF,1,Detchd,Unf,TA,TA,Y,97.93910272,-22.60804418,-68.12951023,0,0,0,0,WD,Normal,62383
70,RLD,11988,IR1,HLS,I,Crawfor,Norm,1Fam,2Story,Hip,SS,Stucco,Stucco,0.0,TA,TA,CB,TA,TA,No,LwQ,0,Fa,Y,FuseA,0,0,0,1,TA,TF,1,Detchd,Unf,TA,TA,Y,116.2591009,85.48966465,23.73904714,0,0,0,0,WD,Normal,188700
20,RLD,8430,Reg,HLS,I,CollgCr,Norm,1Fam,1Story,Gable,SS,HdBoard,HdBoard,136.0,TA,TA,CB,Gd,TA,No,Rec,0,TA,Y,SBrkr,0,0,0,0,TA,TF,0,Attchd,Unf,TA,TA,Y,-182.6358171,-56.5750289,11.80032932,0,0,0,0,WD,Normal,124000
120,RMD,3072,Reg,Lvl,I,Blmngtn,Norm,TwnhsE,1Story,Hip,SS,VinylSd,VinylSd,18.0,Gd,TA,PC,Gd,TA,No,Unf,0,Ex,Y,SBrkr,0,0,0,0,Gd,TF,1,Attchd,Fin,TA,TA,Y,215.8746654,150.0541936,-35.07328672,0,0,0,0,WD,Normal,178740
20,RLD,10628,Reg,Lvl,I,NAmes,Norm,1Fam,1Story,Flat,TG,Plywood,Plywood,0.0,TA,Gd,CB,TA,Gd,Gd,GLQ,0,TA,Y,SBrkr,0,1,0,0,TA,TF,1,Attchd,Unf,TA,TA,Y,317.8072432,-51.73011191,25.97466909,0,176,0,0,WD,Normal,167000
70,RLD,9480,Reg,Lvl,I,NAmes,Artery,1Fam,2Story,Gable,SS,MetalSd,MetalSd,224.0,TA,TA,CB,TA,TA,No,LwQ,0,Ex,Y,SBrkr,0,0,0,1,Gd,TF,2,Attchd,Unf,TA,TA,Y,57.80394765,34.78080656,40.57597048,0,0,0,0,WD,Normal,146500
20,RLD,11428,IR1,Lvl,I,NridgHt,Norm,1Fam,1Story,Gable,SS,VinylSd,VinylSd,248.0,Gd,TA,PC,Gd,TA,No,Unf,0,Ex,Y,SBrkr,0,0,0,0,Gd,TF,1,Attchd,RFn,TA,TA,Y,54.11230729,16.52545613,133.5342435,0,0,0,0,WD,Normal,250000
60,RLD,9291,IR1,Lvl,C,SawyerW,RRNe,1Fam,2Story,Gable,SS,HdBoard,HdBoard,120.0,Gd,TA,PC,Gd,TA,No,GLQ,0,Ex,Y,SBrkr,0,0,0,1,Gd,TF,0,Attchd,RFn,TA,TA,Y,202.8806781,3.170578503,57.95627986,0,0,0,0,WD,Normal,187000
120,RLD,6820,IR1,Lvl,C,StoneBr,Norm,TwnhsE,1Story,Gable,SS,HdBoard,HdBoard,0.0,Gd,TA,PC,Gd,TA,Av,GLQ,1120,TA,Y,SBrkr,0,1,0,1,Gd,TF,0,Attchd,RFn,TA,TA,Y,284.3522022,10.12679765,18.46906849,0,140,0,0,WD,Normal,212000
60,RLD,11952,Reg,Lvl,I,NWAmes,PosA,1Fam,2Story,Mansard,WS,WdShing,Plywood,0.0,TA,TA,CB,Gd,TA,No,Unf,0,TA,Y,SBrkr,0,0,0,1,TA,TF,1,Attchd,RFn,TA,TA,Y,63.33184155,116.2051704,56.1796584,0,276,0,0,WD,Normal,190000
180,RMD,3675,Reg,Lvl,I,Edwards,Norm,TwnhsE,SLvl,Gable,SS,VinylSd,VinylSd,80.0,TA,TA,PC,Gd,TA,Gd,GLQ,0,Ex,Y,SBrkr,0,1,0,0,TA,TF,0,Basment,RFn,TA,TA,Y,-12.87964551,15.56981309,5.997895222,0,0,0,0,WD,Normal,148000
20,RLD,14977,IR1,Lvl,I,NridgHt,Norm,1Fam,1Story,Gable,SS,VinylSd,VinylSd,304.0,Gd,TA,PC,Ex,TA,Gd,GLQ,0,Ex,Y,SBrkr,0,1,0,0,Gd,TF,1,Attchd,RFn,TA,TA,Y,-100.4462962,3.169657532,63.28809643,0,0,0,0,New,Partial,440000
120,RLD,5330,Reg,Lvl,I,StoneBr,Norm,TwnhsE,1Story,Gable,SS,CemntBd,CmentBd,0.0,Gd,TA,PC,Gd,TA,Av,GLQ,0,Ex,Y,SBrkr,0,1,0,0,Ex,TF,0,Attchd,RFn,TA,TA,Y,95.42733424,-9.642786892,88.585672,0,0,0,0,WD,Normal,251000
20,RLD,8480,Reg,Lvl,C,Sawyer,Norm,1Fam,1Story,Hip,SS,HdBoard,HdBoard,0.0,TA,TA,CB,TA,TA,No,GLQ,0,TA,Y,SBrkr,0,1,0,0,TA,TF,0,Detchd,Unf,TA,TA,Y,7.738966861,109.2596439,21.99057304,0,192,0,0,WD,Normal,132500
20,RLD,13125,Reg,Lvl,I,CollgCr,Norm,1Fam,1Story,Gable,SS,VinylSd,VinylSd,215.0,TA,TA,PC,Gd,TA,Gd,GLQ,0,Ex,Y,SBrkr,0,1,0,0,Gd,TF,1,Attchd,Fin,TA,TA,Y,-0.278862515,121.5925398,76.46629554,0,0,0,0,WD,Normal,208900
60,RLD,13693,Reg,Lvl,I,NridgHt,Norm,1Fam,2Story,Hip,SS,VinylSd,VinylSd,772.0,Ex,TA,PC,Gd,TA,Av,Unf,0,Ex,Y,SBrkr,0,0,0,1,Ex,TF,1,BuiltIn,Fin,TA,TA,Y,99.09988639,-74.70280685,46.39211016,0,0,0,0,WD,Normal,380000
20,RLD,10637,Reg,Lvl,I,CollgCr,Norm,1Fam,1Story,Hip,SS,VinylSd,VinylSd,336.0,Gd,TA,PC,Ex,TA,Gd,GLQ,0,Ex,Y,SBrkr,0,1,0,0,Gd,TF,1,Attchd,RFn,TA,TA,Y,77.04261445,102.7520864,6.205969025,0,0,0,0,WD,Normal,297000
30,RMD,5925,Reg,Bnk,I,OldTown,Norm,1Fam,1Story,Hip,SS,Stucco,Stucco,435.0,TA,TA,BT,Fa,TA,No,Rec,0,TA,Y,SBrkr,0,0,0,0,TA,TF,0,Detchd,Unf,TA,TA,Y,185.1832879,33.86394327,46.22231684,0,0,0,0,WD,Alloca,89471
20,RLD,16033,IR1,Lvl,FR2P,NridgHt,Norm,1Fam,1Story,Hip,SS,VinylSd,VinylSd,378.0,Gd,TA,PC,Ex,TA,Gd,GLQ,0,Ex,Y,SBrkr,0,1,0,0,Gd,TF,1,Attchd,Fin,TA,TA,Y,62.88909256,95.33198843,91.75763324,0,0,0,0,WD,Normal,326000
20,RLD,11846,IR1,HLS,I,NridgHt,Norm,1Fam,1Story,Hip,SS,VinylSd,VinylSd,562.0,Gd,TA,PC,Ex,TA,Gd,GLQ,0,Ex,Y,SBrkr,0,1,0,0,Ex,TF,1,Attchd,Fin,TA,TA,Y,22.967528,110.503073,-12.40625371,0,0,0,0,WD,Normal,374000
70,RMD,2500,Reg,Lvl,C,OldTown,Norm,1Fam,2Story,Gable,SS,Stucco,Stucco,0.0,Gd,TA,PC,TA,TA,No,ALQ,0,Ex,Y,SBrkr,0,1,0,1,Ex,MD2,1,Attchd,Unf,Fa,Fa,Y,118.797678,-19.31661395,75.34836739,0,0,0,0,WD,Normal,155000
120,RMD,4500,Reg,Lvl,FR2P,Mitchel,Norm,Twnhs,1Story,Hip,SS,VinylSd,VinylSd,116.0,TA,TA,PC,Ex,TA,No,GLQ,0,Ex,Y,SBrkr,0,1,0,0,TA,TF,0,Attchd,Unf,TA,TA,Y,236.5717194,-42.47406785,-12.31285273,0,0,0,0,WD,Normal,164000
